"row_number","Timestamp","Passo","Prompt ID","Severidade","Linha (Config extra)","Parâmetro","Funcionalidade","Problema","Sugestão","pipeline_name","action","var","result","details","pipeline_name"
"2","14/03/2026 22:17:50","0","PIPELINE_MAKER_ContextKV","INFO","","M05_RUN_DUMP","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso","Run dump ativo em C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER\DEBUG_PAYLOAD_DUMPS\20260314_221750_PIPELINE_MAKER_ContextKV","Os ficheiros request/response desta run serao elegiveis para upload Git quando Git LOG estiver ON.","","","","","",""
"3","14/03/2026 22:17:50","0","PIPELINE_MAKER_ContextKV","ALERTA","","OPENAI_API_KEY","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Leitura de configuracao e metadados do passo | Validacao de disponibilidade da chave API em Config","Config!B1 contém API key literal, mas OPENAI_API_KEY do ambiente foi priorizada. Recomenda-se remover a key literal da folha Config.","Sem ação imediata; recomendado migrar para variável de ambiente.","","","","","",""
"4","14/03/2026 22:17:50","0","PIPELINE_MAKER_ContextKV","INFO","","PIPELINE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Validacao de transicao de Next PROMPT | Aplicacao de limites de execucao da pipeline | Controlo de transicao/limites da pipeline | contexto: inputFolder=[C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER]","Inicio pipeline. startId=[PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5] maxSteps=10 maxRep=3 inputFolder=[C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER]","OK","","","","","",""
"5","14/03/2026 22:17:50","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","GIT_LOG_BIND","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso","Preflight Git LOG OK. target_sheet=GIT LOG | headers_count=10 | has_timestamp=SIM | has_prompt_id=SIM | meta_col=11","OK","","","","","",""
"6","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=enter_step","stage=enter_step | row=1/1","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"7","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=before_context_inject","stage=before_context_inject","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"8","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=catalog_loaded | prompt=4260","stage=catalog_loaded | lenPrompt=4260","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"9","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=after_context_inject","stage=after_context_inject | injectOk=SIM","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"10","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=before_inputs_attach","stage=before_inputs_attach","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"11","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=after_inputs_attach | prompt=4488","stage=after_inputs_attach | lenPrompt=4488","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"12","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=config_parse_start","stage=config_parse_start | lenConfigExtra=208","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"13","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=config_parsed","stage=config_parsed | lenAudit=224|lenInputJson=0","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"14","14/03/2026 22:17:50","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=files_prepare_start","stage=files_prepare_start | temFiles=SIM","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"15","14/03/2026 22:17:50","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","PDF_CACHE_HIT","Gestao de anexos e transformacao de ficheiros da pipeline.
ACAO EM CURSO: Preparacao e transformacao de anexos | Gestao da cache de conversao PDF para anexos Office","PDF em cache usado (sidecar OK): FORMULARIO_DE_PROMPTS_1_2_2026-02-23.docx","Sem reconversão. Se o DOCX mudar, o sourceHash muda e será reconvertido.","","","","","",""
"16","14/03/2026 22:17:51","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.5","INFO","","FILES REUSE","Gestao de anexos e transformacao de ficheiros da pipeline.
ACAO EM CURSO: Preparacao e transformacao de anexos | Reutilizacao de upload existente por hash/nome | Upload/ligacao de anexos no pedido | Associacao de ficheiro por file_id no payload | contexto: file=FORMULARIO_DE_PROMPTS_1_2_2026-02-23.docx | file_id=file-J88f7QKxVgciNDnRzBMLCL | mode=pdf_upload","Reutilização OK | reuse=TRUE (config) | cache=hash+mode | file_id=file-J88f7QKxVgciNDnRzBMLCL | file=FORMULARIO_DE_PROMPTS_1_2_2026-02-23.docx | mode=pdf_upload","","","","","","",""
