"row_number","Timestamp","Passo","Prompt ID","Severidade","Linha (Config extra)","Parâmetro","Funcionalidade","Problema","Sugestão","pipeline_name","action","var","result","details","pipeline_name"
"2","12/03/2026 15:14:03","0","PIPELINE_MAKER_ContextKV","INFO","","M05_RUN_DUMP","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso","Run dump ativo em C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER\DEBUG_PAYLOAD_DUMPS\20260312_151403_PIPELINE_MAKER_ContextKV","Os ficheiros request/response desta run serao elegiveis para upload Git quando Git LOG estiver ON.","","","","","",""
"3","12/03/2026 15:14:04","0","PIPELINE_MAKER_ContextKV","ALERTA","","OPENAI_API_KEY","Comunicacao com a API e validacao tecnica do pedido.
ACAO EM CURSO: Leitura de configuracao e metadados do passo | Validacao de disponibilidade da chave API em Config","OPENAI_API_KEY não encontrada no ambiente; foi usado fallback em Config!B1. Recomenda-se migrar para variável de ambiente.","Sem ação imediata; recomendado migrar para variável de ambiente.","","","","","",""
"4","12/03/2026 15:14:04","0","PIPELINE_MAKER_ContextKV","INFO","","PIPELINE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Validacao de transicao de Next PROMPT | Aplicacao de limites de execucao da pipeline | Controlo de transicao/limites da pipeline | contexto: inputFolder=[C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER]","Inicio pipeline. startId=[PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4] maxSteps=10 maxRep=3 inputFolder=[C:\Users\pnico\OneDrive - Universidade de Lisboa\Investigação - TÉCNICA IA\PIPELINE_MAKER]","OK","","","","","",""
"5","12/03/2026 15:14:05","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","GIT_LOG_BIND","Monitorizacao tecnica de uma etapa da execucao.
ACAO EM CURSO: Registo tecnico da operacao em curso","Preflight Git LOG OK. target_sheet=GIT LOG | headers_count=10 | has_timestamp=SIM | has_prompt_id=SIM | meta_col=11","OK","","","","","",""
"6","12/03/2026 15:14:05","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=enter_step","stage=enter_step | row=1/4","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"7","12/03/2026 15:14:05","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=before_context_inject","stage=before_context_inject","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"8","12/03/2026 15:14:06","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=catalog_loaded | prompt=3649","stage=catalog_loaded | lenPrompt=3649","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"9","12/03/2026 15:14:06","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=after_context_inject","stage=after_context_inject | injectOk=SIM","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"10","12/03/2026 15:14:06","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=before_inputs_attach","stage=before_inputs_attach","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"11","12/03/2026 15:14:07","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=after_inputs_attach | prompt=3877","stage=after_inputs_attach | lenPrompt=3877","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"12","12/03/2026 15:14:07","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=config_parse_start","stage=config_parse_start | lenConfigExtra=208","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"13","12/03/2026 15:14:07","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=config_parsed","stage=config_parsed | lenAudit=224|lenInputJson=0","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"14","12/03/2026 15:14:08","1","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","STEP_STAGE","Controlo do fluxo e dos limites de execucao da pipeline.
ACAO EM CURSO: Atualizacao do stage de execucao | contexto: stage=files_prepare_start","stage=files_prepare_start | temFiles=SIM","Use o ultimo stage para localizar o ponto em que a execucao parou antes do Seguimento.","","","","","",""
"15","12/03/2026 15:14:09","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","INFO","","PDF_CACHE_HIT","Gestao de anexos e transformacao de ficheiros da pipeline.
ACAO EM CURSO: Preparacao e transformacao de anexos | Gestao da cache de conversao PDF para anexos Office","PDF em cache usado (sidecar OK): FORMULARIO_DE_PROMPTS_1_2_2026-02-23.docx","Sem reconversão. Se o DOCX mudar, o sourceHash muda e será reconvertido.","","","","","",""
"16","12/03/2026 15:14:11","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","ERRO","","FILES UPLOAD","Gestao de anexos e transformacao de ficheiros da pipeline.
ACAO EM CURSO: Preparacao e transformacao de anexos | Upload/ligacao de anexos no pedido | Associacao de ficheiro por file_id no payload","Upload FAIL | HTTP 401 | reuse=TRUE (config) | cache_invalida: file_id inativo (GET /v1/files/file-J88f7QKxVgciNDnRzBMLCL => HTTP 401 | {
  ""error"": {
    ""message"": ""Incorrect API key provided: (no ambi*nte). You can find your API key at https://platform.openai.com/account/api-keys."",
    ""type"": ""invalid_request_error"",
    ""param"":); cache_ignorada(path): ficheiro mudou (size/lastmod) | Upload falhou: HTTP 401 | {
  ""error"": {
    ""message"": ""Incorrect API key provided: (no ambi*nte). You can find your API key at https://platform.openai.com/account/api-keys."",
    ""type"": ""invalid_request_error"",
    ""param"": null,
    ""code"": ""invalid_api_key""
  },
  ""detail"": {
    ""message"": ""Incorrect API key provided: (no ambi*nte). You can find your API key at https://platform.openai.com/account/api-keys."",
    ""code"": ""invalid_api_key""
  }
}
","Sugestão: confirme API key, conectividade e logs. Se for DOCX, valide a conversão para PDF e o cache.","","","","","",""
"17","12/03/2026 15:14:11","0","PIPELINE_MAKER_ContextKV/01/WF_PROMPT_AUDIT/v1.4","ERRO","","FILES","Gestao de anexos e transformacao de ficheiros da pipeline.
ACAO EM CURSO: Preparacao e transformacao de anexos | Upload/ligacao de anexos no pedido","Falha ao anexar ficheiro obrigatorio: FORMULARIO_DE_PROMPTS_1_2_2026-02-23.docx | Upload falhou: HTTP 401 | {
  ""error"": {
    ""message"": ""Incorrect API key provided: (no ambi*nte). You can find your API key at https://platform.openai.com/account/api-keys."",
    ""type"": ""invalid_request_error"",
    ""param"": null,
    ""code"": ""invalid_api_key""
  },
  ""detail"": {
    ""message"": ""Incorrect API key provided: (no ambi*nte). You can find your API key at https://platform.openai.com/account/api-keys."",
    ""code"": ""invalid_api_key""
  }
}
","Sugestao: verifique tamanho, permissao e configuracao de transporte.","","","","","",""
